Absolutely gutted that the FIA can take a championship from Lewis like that. I want to see mass protest. I want to see reversals. This is not right. #f1 #AbuDhabiGP
"If I were Toto, would be asking my strategy team a lotta questions.Given the fact that @LewisHamilton expressed his concern wrt one Stop.

Saddest part is, @MercedesAMGF1 even asked Ham if had prefer Mediums or the Harda if there were to be a SC.
#F1 
#AbuDhabiGP 
#LewisHamilton"
"Earlier I said Perez was the ultimate wingman, but is he really? Who needs Perez when youâ€™ve got Michael Masi in your back pocket. #AbuDhabiGP #F1"
"@F1 @Max33Verstappen @Max33Verstappen has come a long way from that 17 year old who made his debut in 2015 with Toro Rosso.

@redbullracing made a huge call to promote a 18 year old to their team and their never regretted that decision #AbuDhabiGP #F1"
"World Champion ðŸ¤¯

#AbuDhabiGP #F1 #MV33 https://t.co/cyX3tZfunF"
"Anyway, weâ€™ll miss this season so badly. I wish it could have gone on at least for 4-5 GPs more. That was #F1 history before our eyes. So sad that there are so many years in-between Max Verstappen and Lewis Hamilton: this rivalry could have been even more epic. 
#AbuDhabiGP https://t.co/9LhB6ITKE3"
"THAT WAS SOME FKN BULLLSHIT!!!
#F1 #F1Finale #AbuDhabiGP #TeamLH 
I sure hope @MercedesAMGF1 challenges this shit!"
Red Bull Racing Honda F1 Abu Dhabi GP race - down to the last lap and Verstappen did it - https://t.co/dIrCFvHGIT https://t.co/hxQyKcaj4Y photos Red Bull #redbullracing #redbull #abudhabigp #abudhabi #verstappen #champion #checoperez #f1 #formula1 #racing #motorsport https://t.co/Ly4P714wvE
"Wouldnâ€™t be bad idea for #Verstappen to be bit more humble with win, given how ridiculously fortuitous he was #F1 #F1Finale #Robbed #AbuDhabiGP"
"â€œAnything can happen in F1, and it usually doesâ€ - the voice of @F1 and legend Murray Walker.

I think it's the best way to conclude the 2021 @F1 Championship
#F1 #AbuDhabiGP"
"People are fooling themselves if they think any team with enough resources and power wouldn't go to the limit to get a decision in their favour. No team is the righteous team, ever.

Not Mercedes, not Red Bull, not Ferrari, not your favourite team. #F1 #FIA #AbuDhabiGP"
Stewards â€œalthough Car 33 did overtake car 44 slightly it was before the safety period endedâ€ So therefore overtaking UNDER THE SAFETY CAR is basically irrelevant and just make sure your behind when the safety ENDS #AbuDhabiGP #F1
"To celebrate @Max33Verstappen's first Championship here is some music on special request.
First is @fia that dedicated this 2021 season to Prince!
#F1 #AbuDhabiGP #ZiggoSportF1 

https://t.co/BP3qQPJfSG"
"Great win Max ðŸŽðŸðŸ†
#MaxVerstappen #F1 #AbuDhabiGP"
Have Red Bull given their reason for retiring Checo? Because I swear they were just too worried about him locking up and smashing into Max at the restart #AbuDhabiGP #F1
How many times F1 fans have you heard these words 'Safety car is ending and it will come in on the next lap' ? Today this was changed to stop Lewis Hamilton becoming and 8th time world champion.  DISGRACEFUL @fia #F1 #Formula1 #AbuDhabiGP
"Throughout his F1 career, Lewis Hamilton has had many instances where the rules were changed to prohibit him from doing something. On this occasion, the rules were changed during the race, 1 lap before he claimed victory, after trouncing the opposition #AbuDhabiGP #MasiOUT #F1"
"Disgraceful ending of #AbuDhabiGP and of a thrilling #F1 season - scandalous way in which undignified @fia shamelessly handed championship to 2nd best @Max33Verstappen and stripped clearly superb @LewisHamilton of well-deserved win. Triumph of bias, the defeat of sportsmanship."
#imitation champion @Max33Verstappen .U need to defence @MichaelMasiFIA scenario at CAS.Please donâ€™t hissing and swear. @redbullracing not wings you but @fia should. #F1 #AbuDhabiGP #CAS
"@F1Photographer @LewisHamilton Totally agree. Now looking back at Max's podium antics in Saudi Arabia vs. Lewis' composed and classy appearance in Abu Dhabi.
Both of them are world champs but one of them is in league of his own.
Big respect for both Lewis and Anthony Hamilton.
#F1 #AbuDhabiGp #TheHamiltons"
"#F1 #FORMULA1 #AbuDhabiGPðŸ‡¦ðŸ‡ª 
Max Verstappen is 2021 Formula 1 World Champion! https://t.co/5Etp7Zuzmc"
Got grey hairs just from this final race alone!!ðŸ˜…ðŸ˜…  #AbuDhabiGP #F1 #FormulaOne #Formula1 https://t.co/ccFpXQVZYQ
